"Date Heure, GMT+01:00",Débit d'eau échangé (m/s)
17/05/27 08:45:00,-1.486933456362749e-07
17/05/27 09:00:00,-1.7543092667438032e-07
17/05/27 09:15:00,-1.9374979842723405e-07
17/05/27 09:30:00,-2.1692942198114906e-07
17/05/27 09:45:00,-2.3183848441021837e-07
17/05/27 10:00:00,-2.6048556378555077e-07
17/05/27 10:15:00,-2.9230255904622027e-07
17/05/27 10:30:00,-3.617402910549572e-07
17/05/27 10:45:00,-3.594545319174358e-07
17/05/27 11:00:00,-3.7061047919451084e-07
17/05/27 11:15:00,-4.063969640810683e-07
17/05/27 11:30:00,-4.2539312516964856e-07
17/05/27 11:45:00,-4.6146647036948707e-07
17/05/27 12:00:00,-4.94275866458338e-07
17/05/27 12:15:00,-5.102384648125735e-07
17/05/27 12:30:00,-5.372911573431338e-07
17/05/27 12:45:00,-5.750011951022316e-07
17/05/27 13:00:00,-6.08506695698452e-07
17/05/27 13:15:00,-6.4868117988226e-07
17/05/27 13:30:00,-6.574667850145488e-07
17/05/27 13:45:00,-6.817069220232952e-07
17/05/27 14:00:00,-7.395183843073028e-07
17/05/27 14:15:00,-7.64322976465337e-07
17/05/27 14:30:00,-7.751873454253655e-07
17/05/27 14:45:00,-8.278346967927064e-07
17/05/27 15:00:00,-8.613401405455079e-07
17/05/27 15:15:00,-8.891641414265905e-07
17/05/27 15:30:00,-9.393000368618232e-07
17/05/27 15:45:00,-9.813464885155554e-07
17/05/27 16:00:00,-9.89040927379392e-07
17/05/27 16:15:00,-1.0137607659999048e-06
17/05/27 16:30:00,-1.0545655868554604e-06
17/05/27 16:45:00,-1.0721554417614243e-06
17/05/27 17:00:00,-1.0991893759637605e-06
17/05/27 17:15:00,-1.1235516694796388e-06
17/05/27 17:30:00,-1.1279350928816712e-06
17/05/27 17:45:00,-1.1397683010727633e-06
17/05/27 18:00:00,-1.139899950430845e-06
17/05/27 18:15:00,-1.1506986083986703e-06
17/05/27 18:30:00,-1.1280292255833047e-06
17/05/27 18:45:00,-1.1430794302214053e-06
17/05/27 19:00:00,-1.1199208529433236e-06
17/05/27 19:15:00,-1.1237775652261917e-06
17/05/27 19:30:00,-1.1004497082467424e-06
17/05/27 19:45:00,-1.0827845926542068e-06
17/05/27 20:00:00,-1.050182163453428e-06
17/05/27 20:15:00,-1.0383114386058878e-06
17/05/27 20:30:00,-1.0059535497930483e-06
17/05/27 20:45:00,-9.79465198724938e-07
17/05/27 21:00:00,-9.593355798642733e-07
17/05/27 21:15:00,-9.435705123905791e-07
17/05/27 21:30:00,-9.0711148459377e-07
17/05/27 21:45:00,-8.719505331100663e-07
17/05/27 22:00:00,-8.574270964345487e-07
17/05/27 22:15:00,-8.350964435521746e-07
17/05/27 22:30:00,-8.072348123278061e-07
17/05/27 22:45:00,-7.842644436095725e-07
17/05/27 23:00:00,-7.440522722390597e-07
17/05/27 23:15:00,-7.335924578910635e-07
17/05/27 23:30:00,-6.973403401389078e-07
17/05/27 23:45:00,-6.962868042137416e-07
17/05/28 00:00:00,-6.697514436382335e-07
17/05/28 00:15:00,-6.289654947977397e-07
17/05/28 00:30:00,-6.078199703551945e-07
17/05/28 00:45:00,-5.710129471481196e-07
17/05/28 01:00:00,-5.487856924446533e-07
17/05/28 01:15:00,-5.287501494422031e-07
17/05/28 01:30:00,-5.216295448917663e-07
17/05/28 01:45:00,-4.891023763775593e-07
17/05/28 02:00:00,-4.6902920303182327e-07
17/05/28 02:15:00,-4.5276561877471977e-07
17/05/28 02:30:00,-4.277823109077872e-07
17/05/28 02:45:00,-4.0511298493584036e-07
17/05/28 03:00:00,-3.935431891477492e-07
17/05/28 03:15:00,-5.022242248742259e-07
17/05/28 03:30:00,-4.052540987231623e-07
17/05/28 03:45:00,-4.114434943858214e-07
17/05/28 04:00:00,-3.747774997009401e-07
17/05/28 04:15:00,-3.677039330796106e-07
17/05/28 04:30:00,-3.3632431950536557e-07
17/05/28 04:45:00,-3.205498444458499e-07
17/05/28 05:00:00,-3.0417808716265426e-07
17/05/28 05:15:00,-2.8247291083971504e-07
17/05/28 05:30:00,-2.8859173539785843e-07
17/05/28 05:45:00,-2.4550593025196576e-07
17/05/28 06:00:00,-2.6815644105226966e-07
17/05/28 06:15:00,-2.3815016447770176e-07
17/05/28 06:30:00,-2.1059894095287746e-07
17/05/28 06:45:00,-1.9896327785318135e-07
17/05/28 07:00:00,-1.7366957649755932e-07
17/05/28 07:15:00,-1.7107812766425923e-07
17/05/28 07:30:00,-1.8690667502596625e-07
17/05/28 07:45:00,-1.743585897884259e-07
17/05/28 08:00:00,-1.7559082721163577e-07
17/05/28 08:15:00,-1.7400350316165714e-07
17/05/28 08:30:00,-1.8833878812074545e-07
17/05/28 08:45:00,-2.233116163097293e-07
17/05/28 09:00:00,-2.2503769514514715e-07
17/05/28 09:15:00,-2.503219889149477e-07
17/05/28 09:30:00,-2.7293486937196576e-07
17/05/28 09:45:00,-3.046342840207217e-07
17/05/28 10:00:00,-3.1824058055462956e-07
17/05/28 10:15:00,-3.3984699143729813e-07
17/05/28 10:30:00,-3.4367539569757355e-07
17/05/28 10:45:00,-3.6980625850446813e-07
17/05/28 11:00:00,-3.844284037768375e-07
17/05/28 11:15:00,-4.0081897623167606e-07
17/05/28 11:30:00,-3.9743741808706545e-07
17/05/28 11:45:00,-4.3372713776079763e-07
17/05/28 12:00:00,-4.516368505846913e-07
17/05/28 12:15:00,-4.614382760337321e-07
17/05/28 12:30:00,-4.813327336705697e-07
17/05/28 12:45:00,-5.094389052828774e-07
17/05/28 13:00:00,-5.23670735219639e-07
17/05/28 13:15:00,-5.588411227108736e-07
17/05/28 13:30:00,-5.882453706362867e-07
17/05/28 13:45:00,-5.940584628660872e-07
17/05/28 14:00:00,-6.098612175264861e-07
17/05/28 14:15:00,-6.197755055836751e-07
17/05/28 14:30:00,-6.282035656113294e-07
17/05/28 14:45:00,-6.475806912931148e-07
17/05/28 15:00:00,-6.563661827385658e-07
17/05/28 15:15:00,-7.044797598609875e-07
17/05/28 15:30:00,-7.473162781934661e-07
17/05/28 15:45:00,-7.663171572858118e-07
17/05/28 16:00:00,-8.021083317544253e-07
17/05/28 16:15:00,-8.179956694220891e-07
17/05/28 16:30:00,-8.655165402160492e-07
17/05/28 16:45:00,-8.546804792786133e-07
17/05/28 17:00:00,-8.776507911534281e-07
17/05/28 17:15:00,-8.820717312119086e-07
17/05/28 17:30:00,-9.184367399939219e-07
17/05/28 17:45:00,-9.442289297112438e-07
17/05/28 18:00:00,-9.412754025106551e-07
17/05/28 18:15:00,-9.609346989236656e-07
17/05/28 18:30:00,-9.598624046702753e-07
17/05/28 18:45:00,-9.416892794433807e-07
17/05/28 19:00:00,-9.277866865886608e-07
17/05/28 19:15:00,-9.229518127540359e-07
17/05/28 19:30:00,-9.000755198940169e-07
17/05/28 19:45:00,-8.881294206730672e-07
17/05/28 20:00:00,-8.770111890044063e-07
17/05/28 20:15:00,-8.658552133056219e-07
17/05/28 20:30:00,-8.42640304199449e-07
17/05/28 20:45:00,-8.22322533622355e-07
17/05/28 21:00:00,-8.069150112532952e-07
17/05/28 21:15:00,-7.767111469547672e-07
17/05/28 21:30:00,-7.516526352446817e-07
17/05/28 21:45:00,-7.24139056273998e-07
17/05/28 22:00:00,-6.958917424526589e-07
17/05/28 22:15:00,-6.649542001468944e-07
17/05/28 22:30:00,-6.302353199316713e-07
17/05/28 22:45:00,-6.260495410970179e-07
17/05/28 23:00:00,-6.127019105406362e-07
17/05/28 23:15:00,-5.758760153184994e-07
17/05/28 23:30:00,-5.617758347398194e-07
17/05/28 23:45:00,-5.374698730520322e-07
17/05/29 00:00:00,-5.015093620386324e-07
17/05/29 00:15:00,-4.852551569456409e-07
17/05/29 00:30:00,-4.5322653363655263e-07
17/05/29 00:45:00,-4.2874177097473876e-07
17/05/29 01:00:00,-3.944649904497055e-07
17/05/29 01:15:00,-3.71692209455432e-07
17/05/29 01:30:00,-3.461539677118708e-07
17/05/29 01:45:00,-3.239878481053893e-07
17/05/29 02:00:00,-2.806104646424501e-07
17/05/29 02:15:00,-2.586701270956837e-07
17/05/29 02:30:00,-2.2695658685734088e-07
17/05/29 02:45:00,-1.9714313737040357e-07
17/05/29 03:00:00,-1.8123463974006881e-07
17/05/29 03:15:00,-1.650580685463865e-07
17/05/29 03:30:00,-1.451659699114316e-07
17/05/29 03:45:00,-1.2748907352033712e-07
17/05/29 04:00:00,-1.1076926398345677e-07
17/05/29 04:15:00,-8.490883374179248e-08
17/05/29 04:30:00,-6.981868949651471e-08
17/05/29 04:45:00,-4.6509736506550325e-08
17/05/29 05:00:00,-3.499870615542022e-08
17/05/29 05:15:00,-1.0366981939569087e-08
17/05/29 05:30:00,2.3008830396520352e-09
17/05/29 05:45:00,1.8590784023331253e-08
17/05/29 06:00:00,2.697449374977623e-08
17/05/29 06:15:00,3.7403793839985156e-08
17/05/29 06:30:00,5.498898048017509e-08
17/05/29 06:45:00,7.597632389888531e-08
17/05/29 07:00:00,4.6668464648291774e-08
17/05/29 07:15:00,5.095659005860398e-08
17/05/29 07:30:00,1.7337679736328937e-08
17/05/29 07:45:00,8.19440693078377e-09
17/05/29 08:00:00,-1.592055376420376e-08
17/05/29 08:15:00,-1.5384685525532404e-08
17/05/29 08:30:00,-4.073011794503145e-08
17/05/29 08:45:00,-5.899550004073717e-08
17/05/29 09:00:00,-8.414457397520891e-08
17/05/29 09:15:00,-1.1843074076978155e-07
17/05/29 09:30:00,-1.3762911521553178e-07
17/05/29 09:45:00,-1.4089312116993824e-07
17/05/29 10:00:00,-1.833416689578371e-07
17/05/29 10:15:00,-1.583113373726519e-07
17/05/29 10:30:00,-1.6364239741051279e-07
17/05/29 10:45:00,-2.005858590337084e-07
17/05/29 11:00:00,-1.9718076771368942e-07
17/05/29 11:15:00,-2.3728948406187556e-07
17/05/29 11:30:00,-2.4900981543396483e-07
17/05/29 11:45:00,-2.764246289643779e-07
17/05/29 12:00:00,-2.8733128942803887e-07
17/05/29 12:15:00,-3.0087645086496195e-07
17/05/29 12:30:00,-3.3040768698811007e-07
17/05/29 12:45:00,-3.57700258746263e-07
17/05/29 13:00:00,-3.843908018552611e-07
17/05/29 13:15:00,-4.1657935412331426e-07
17/05/29 13:30:00,-4.2857246285166184e-07
17/05/29 13:45:00,-4.467267160634947e-07
17/05/29 14:00:00,-4.847754553338746e-07
17/05/29 14:15:00,-5.443459372145298e-07
17/05/29 14:30:00,-5.349865546122601e-07
17/05/29 14:45:00,-5.725084974983474e-07
17/05/29 15:00:00,-5.811529604216048e-07
17/05/29 15:15:00,-5.946699275227729e-07
17/05/29 15:30:00,-6.386823088178062e-07
17/05/29 15:45:00,-6.400744041457074e-07
17/05/29 16:00:00,-6.620100521104177e-07
17/05/29 16:15:00,-6.813871209487843e-07
17/05/29 16:30:00,-7.131618531275308e-07
17/05/29 16:45:00,-6.967853209971508e-07
17/05/29 17:00:00,-7.058436608531338e-07
17/05/29 17:15:00,-7.094274678820511e-07
17/05/29 17:30:00,-7.21909714229696e-07
17/05/29 17:45:00,-7.384837203971983e-07
17/05/29 18:00:00,-7.268386070791166e-07
17/05/29 18:15:00,-6.975096198402753e-07
17/05/29 18:30:00,-7.353796149800473e-07
17/05/29 18:45:00,-7.098319656506646e-07
17/05/29 19:00:00,-7.472975198652421e-07
17/05/29 19:15:00,-7.375336394943588e-07
17/05/29 19:30:00,-7.160025461416808e-07
17/05/29 19:45:00,-6.806534429415478e-07
17/05/29 20:00:00,-6.642581524829438e-07
17/05/29 20:15:00,-6.470821176662866e-07
17/05/29 20:30:00,-6.268302854550711e-07
17/05/29 20:45:00,-6.166525849948812e-07
17/05/29 21:00:00,-5.892330250389932e-07
17/05/29 21:15:00,-5.810212542201043e-07
17/05/29 21:30:00,-5.483248060045298e-07
17/05/29 21:45:00,-5.264456035547482e-07
17/05/29 22:00:00,-4.878795039076067e-07
17/05/29 22:15:00,-4.774478838953655e-07
17/05/29 22:30:00,-4.57656909702564e-07
17/05/29 22:45:00,-4.208216068946058e-07
17/05/29 23:00:00,-3.90222737678414e-07
17/05/29 23:15:00,-3.8795582213424495e-07
17/05/29 23:30:00,-3.467183375960303e-07
17/05/29 23:45:00,-3.2316481224370364e-07
17/05/30 00:00:00,-3.161194683798385e-07
17/05/30 00:15:00,-2.8716667088701797e-07
17/05/30 00:30:00,-2.80925576134905e-07
17/05/30 00:45:00,-2.587594849501329e-07
17/05/30 01:00:00,-2.2785960140936368e-07
17/05/30 01:15:00,-2.1005337202950614e-07
17/05/30 01:30:00,-2.0912683851292968e-07
17/05/30 01:45:00,-1.6332023733411916e-07
17/05/30 02:00:00,-1.5278746445801517e-07
17/05/30 02:15:00,-1.3082362215754983e-07
17/05/30 02:30:00,-1.2116564107600425e-07
17/05/30 02:45:00,-9.95686448845845e-08
17/05/30 03:00:00,-9.011408508285967e-08
17/05/30 03:15:00,-6.454877876649334e-08
17/05/30 03:30:00,-3.9391476747141496e-08
17/05/30 03:45:00,-1.515658176742818e-08
17/05/30 04:00:00,-2.544684285510357e-08
17/05/30 04:15:00,2.2635003205095927e-08
17/05/30 04:30:00,1.2135083160558224e-08
17/05/30 04:45:00,2.059610260118916e-08
17/05/30 05:00:00,2.5773125855721446e-08
17/05/30 05:15:00,4.7191107910293795e-08
17/05/30 05:30:00,4.858442537170049e-08
17/05/30 05:45:00,6.246644090879272e-08
17/05/30 06:00:00,7.293925108342592e-08
17/05/30 06:15:00,7.865243389915122e-08
17/05/30 06:30:00,8.20257852751638e-08
17/05/30 06:45:00,8.645618265745725e-08
17/05/30 07:00:00,8.74367955816524e-08
17/05/30 07:15:00,9.627759567365501e-08
17/05/30 07:30:00,1.0271507022707738e-07
17/05/30 07:45:00,9.066435069371437e-08
17/05/30 08:00:00,8.65843432507063e-08
17/05/30 08:15:00,1.0064096755968421e-07
17/05/30 08:30:00,8.812463647700497e-08
17/05/30 08:45:00,8.226565029190169e-08
17/05/30 09:00:00,9.028927649978868e-08
17/05/30 09:15:00,8.348965252480411e-08
17/05/30 09:30:00,8.477009316720796e-08
17/05/30 09:45:00,9.903835973545938e-08
17/05/30 10:00:00,9.291717617543327e-08
17/05/30 10:15:00,9.656331201313151e-08
17/05/30 10:30:00,8.623748470881765e-08
17/05/30 10:45:00,8.876543944325022e-08
17/05/30 11:00:00,6.226068194337131e-08
17/05/30 11:15:00,5.8260628321704644e-08
17/05/30 11:30:00,3.1172668002454884e-08
17/05/30 11:45:00,7.8163893135752e-09
17/05/30 12:00:00,-9.8639070245099e-09
17/05/30 12:15:00,-7.253477374291606e-09
17/05/30 12:30:00,-5.54851631306974e-08
17/05/30 12:45:00,-8.218687241878797e-08
17/05/30 13:00:00,-8.785420391177468e-08
17/05/30 13:15:00,-7.727087592002135e-08
17/05/30 13:30:00,-1.1501623475851375e-07
17/05/30 13:45:00,-1.22364951948839e-07
17/05/30 14:00:00,-1.2485764955272316e-07
17/05/30 14:15:00,-1.48947322031745e-07
17/05/30 14:30:00,-1.593201801597388e-07
17/05/30 14:45:00,-1.78219892177367e-07
17/05/30 15:00:00,-2.0131956546265428e-07
17/05/30 15:15:00,-2.3264743731488124e-07
17/05/30 15:30:00,-2.243369152665764e-07
17/05/30 15:45:00,-2.6117692186744534e-07
17/05/30 16:00:00,-2.687678488655365e-07
17/05/30 16:15:00,-3.404113897431671e-07
17/05/30 16:30:00,-3.033738380509021e-07
17/05/30 16:45:00,-3.0452142141257355e-07
17/05/30 17:00:00,-3.5812354326481e-07
17/05/30 17:15:00,-3.490981441700569e-07
17/05/30 17:30:00,-3.8081637399045576e-07
17/05/30 17:45:00,-3.747351797755982e-07
17/05/30 18:00:00,-4.0385725696978625e-07
17/05/30 18:15:00,-3.8979945315986697e-07
17/05/30 18:30:00,-3.9192059375636745e-07
17/05/30 18:45:00,-3.9883894942249754e-07
17/05/30 19:00:00,-4.2369055108792963e-07
17/05/30 19:15:00,-4.215270905660873e-07
17/05/30 19:30:00,-4.1475450984762574e-07
17/05/30 19:45:00,-4.0432288983538456e-07
17/05/30 20:00:00,-3.8825680803711293e-07
17/05/30 20:15:00,-3.9778544191904075e-07
17/05/30 20:30:00,-3.596003352868138e-07
17/05/30 20:45:00,-3.410322051422554e-07
17/05/30 21:00:00,-3.1666030508858967e-07
17/05/30 21:15:00,-3.001051140927302e-07
17/05/30 21:30:00,-2.6287946752745484e-07
17/05/30 21:45:00,-2.671358458883333e-07
17/05/30 22:00:00,-2.2895073925610632e-07
17/05/30 22:15:00,-1.9014481722479104e-07
17/05/30 22:30:00,-1.64851115869169e-07
17/05/30 22:45:00,-1.4131406089745724e-07
17/05/30 23:00:00,-1.123942112712939e-07
17/05/30 23:15:00,-8.475363699744776e-08
17/05/30 23:30:00,-5.990909102138176e-08
17/05/30 23:45:00,-4.2106382380779905e-08
17/05/31 00:00:00,-1.4093663125436251e-08
17/05/31 00:15:00,2.1148503392964813e-08
17/05/31 00:30:00,4.637099237925213e-08
17/05/31 00:45:00,8.47524574965064e-08
17/05/31 01:00:00,9.083719731961537e-08
17/05/31 01:15:00,1.437056198483333e-07
17/05/31 01:30:00,1.517527721262013e-07
17/05/31 01:45:00,1.6994229667943728e-07
17/05/31 02:00:00,2.2069430372084753e-07
17/05/31 02:15:00,2.496588251688081e-07
17/05/31 02:30:00,2.755498371698195e-07
17/05/31 02:45:00,2.900167999086989e-07
17/05/31 03:00:00,3.2232293278866564e-07
17/05/31 03:15:00,3.3281102673754503e-07
17/05/31 03:30:00,3.5455855140753556e-07
17/05/31 03:45:00,3.6913837675456307e-07
17/05/31 04:00:00,3.995256179223361e-07
17/05/31 04:15:00,4.0724825112192775e-07
17/05/31 04:30:00,4.233048969126685e-07
17/05/31 04:45:00,4.444503929335042e-07
17/05/31 05:00:00,4.694995254794776e-07
17/05/31 05:15:00,4.766295376157359e-07
17/05/31 05:30:00,4.941912266076542e-07
17/05/31 05:45:00,4.936362643093162e-07
17/05/31 06:00:00,4.986968065168185e-07
17/05/31 06:15:00,5.079151037534757e-07
17/05/31 06:30:00,5.078492790744349e-07
17/05/31 06:45:00,5.05309515119734e-07
17/05/31 07:00:00,4.890083005193446e-07
17/05/31 07:15:00,4.742873898067046e-07
17/05/31 07:30:00,4.4476081484390306e-07
17/05/31 07:45:00,4.209533130961063e-07
17/05/31 08:00:00,4.056773832417093e-07
17/05/31 08:15:00,3.649337543265574e-07
17/05/31 08:30:00,3.3201149562955834e-07
17/05/31 08:45:00,3.0541499995706545e-07
17/05/31 09:00:00,2.928763649379107e-07
17/05/31 09:15:00,2.5030789174707024e-07
17/05/31 09:30:00,2.478951444118138e-07
17/05/31 09:45:00,2.3550697392238362e-07
17/05/31 10:00:00,2.162709762387749e-07
17/05/31 10:15:00,2.0377461851239786e-07
17/05/31 10:30:00,1.8376259447450138e-07
17/05/31 10:45:00,1.436468295423765e-07
17/05/31 11:00:00,1.372975475533167e-07
17/05/31 11:15:00,1.0515837800539884e-07
17/05/31 11:30:00,8.921225003177824e-08
17/05/31 11:45:00,6.978812194802231e-08
17/05/31 12:00:00,7.645017063850901e-08
17/05/31 12:15:00,6.903443505734685e-08
17/05/31 12:30:00,3.020558025923492e-08
